63,2.47101211548
39,2.46457386017
102,2.39964842796
96,2.39649128914
41,2.38067483902
29,2.37630677223
97,2.12594342232
50,2.02682566643
14,1.63135635853
38,1.54139471054
87,1.28702819347
110,1.13434827328
86,1.06734633446
11,0.00873419083655
10,0.00867083854973
106,0.0086531098932
44,0.00864220876247
79,0.00862902123481
32,0.00858420226723
108,0.00852839276195
30,0.00852549262345
5,0.00851932168007
93,0.00849248375744
75,0.00848139356822
66,0.00847555324435
91,0.00846292171627
28,0.00846094638109
100,0.0084473490715
7,0.00844422727823
19,0.00841585081071
57,0.00841401331127
72,0.00840759556741
55,0.00840508844703
49,0.00840408913791
105,0.00839433073997
64,0.00839176308364
20,0.00838241446763
37,0.00837772898376
42,0.00836445670575
92,0.00836077146232
76,0.00835605245084
35,0.00834580883384
115,0.00830396078527
89,0.00830358080566
84,0.00830113980919
21,0.00829698424786
68,0.00828745029867
54,0.00826508365571
71,0.00825311336666
73,0.00824011303484
59,0.00822306144983
53,0.0082120699808
48,0.00818164739758
58,0.00817116163671
70,0.00816636253148
0,0.0081603564322
65,0.00815873220563
74,0.00813281629235
13,0.00812650285661
15,0.00812013167888
46,0.00810060836375
90,0.00808897521347
45,0.00805814098567
1,0.00805624295026
23,0.00803868286312
4,0.00801242515445
95,0.00800938624889
113,0.00799406133592
47,0.00798497069627
109,0.00796048622578
18,0.00795634463429
101,0.00794498808682
40,0.00794413965195
22,0.00793593376875
62,0.00793197192252
80,0.00791984051466
36,0.0078629842028
26,0.00785662233829
6,0.00784518569708
82,0.00781886372715
43,0.00776861933991
112,0.00775471236557
27,0.00771428085864
114,0.00771428085864
25,0.0076497066766
60,0.00759462360293
83,0.00744777591899
9,0.00714629376307
3,0.0070949010551
85,0.00708196358755
111,0.00706685660407
56,0.0070275045
77,0.00699901068583
61,0.00698328018188
103,0.00695299636573
94,0.00694271037355
88,0.00693960860372
34,0.00690260902047
31,0.00689648138359
81,0.00685993814841
